,textID,text,selected_text,sentiment,oof_selected_text,jaccard_diff
21995,47171c0951,Ugh. Kinda bored.,Ugh. Kinda bored.,negative, bored.,0.3333333333333333
21997,aee6e65c60,I have to give up my beloved Red Sox tickets!! Argh! Meeting was just scheduled in CA...,Argh!,negative, give up my beloved red sox tickets!! argh!,0.125
21999,5a5ea02439, Look at this ! http://twitpic.com/4wcqa  I can`t see them at all. What the heck..,I can`t see them at all. What the heck..,negative, what the heck..,0.3333333333333333
22000,80de77311a, Do you think the bead crumb navigation will return to the new Fusion studios? I really miss that at the top of each item.,miss,negative, i really miss,0.3333333333333333
22001,9886a5f76c, There is a motorcycle for sale down the road. Mind you it`d be stupid of me to get it. Summer 5 months away.,Mind you it`d be stupid,negative, stupid,0.2
22010,02b20969a3,Going to sleep. Gonna fall asleep playing apps again. Tmrw is going to suck,Tmrw is going to suck,negative, suck,0.2
22025,0872633f57, I am so sorry.,I am so sorry.,negative, sorry.,0.25
22034,e8c940f9e3,  its awful. Xxxx,its awful,negative, its awful.,0.3333333333333333
22046,79cf6c8e4d,ok... finished all the Mikados  Should shut up now! lol,shut,negative, shut up now!,0.3333333333333333
22052,afa6bbf109,_RedBone stop that babe u makin me feel very bad now! :/,feel very bad,negative, bad,0.3333333333333333
22060,cd382d5712,jerk josh! didn`t even come meet me  - im thinking of a number guess ?,didn`t even come meet me,negative, jerk josh!,0.0
22066,cab5b2387c,"Why would someone even do something like that, you gotta be pretty **** desperate for attention!!! lol poor keanu",poor keanu,negative, **** desperate for attention!!!,0.0
22071,0e75c78838,has a headaaaaaaaaaaaache,headaaaaaaaaaaaache,negative, has a headaaaaaaaaaaaache,0.3333333333333333
22075,8324deb046,Getting rather annoyed at my notebook. I know it`s old and has got wrinkles but it`s never been this slow before,annoyed at my notebook. I know it`s old and has got wrinkles but it`s never been this slow before,negative, annoyed,0.05555555555555555
22078,e6ba90afab,listening through the Mendeed discog once again. I still think their disbanding is a loss.  #metal,I still think their disbanding is a loss.,negative, loss.,0.125
22100,c63e6d1d8d,For _inLaPush because she misses Quil so...  Far Away ~Nickleback ? http://blip.fm/~5z639,she misses Quil so...,negative, misses,0.25
22101,f7cfe101b8, Heh... I send dem when I get dem Jen... I was shocked I found so many these last few days... earlier in the week nothing...,shocked,negative, i was shocked,0.3333333333333333
22105,a6b7af3705, yeah unfortuantley  Sam hanks **** bowl that he like rolled along the floor got me out  grr,unfortuantley,negative, **** bowl that he like rolled along the floor got me out grr,0.0
22111,ce94f22ec9, genevaaa! my picture isnt showing up  i dont think im doing it right,my picture isnt showing up,negative, i dont think im doing it right,0.0
22115,cb1c242455,sad assembly  next block,sad assembly  next block,negative, sad,0.25
22120,750749d8c9,off to work! missing out on all the sunshine!,missing out on all the sunshine!,negative, missing,0.16666666666666666
22135,428baa3d14,my eyes hurts..,hurts..,negative, my eyes hurts..,0.3333333333333333
22153,4eb0d82b88,Ok so 4 needs to hurry up and come wtf I wanna go hooooommmeeee!,wtf I wanna go hooooommmeeee!,negative, wtf,0.2
22158,4f15595ce8,My throat hurts,My throat hurts,negative, hurts,0.3333333333333333
22160,37a4fd00f6,My son had surgery yesterday so mommy and son time won`t be as long today,My son had surgery yesterday so mommy and son time won`t be as long today,negative, won`t be as long today,0.35714285714285715
22162,3ce7dd5ba0, man i missed it!! Ive been waitn all day 4 u 2 giv the tix away & then whn im rappn up @ wrk u gav my tix away! Im sad!,man i missed it!!,negative, im sad!,0.0
22184,25e66aef86," Thanks to TweetStats, I confirmed what I long suspected: Twitter is keeping me up way too late!  http://tr.im/kpc1 ","Thanks to TweetStats, I confirmed what I long suspected: Twitter is keeping me up way too late!",negative, way too late!,0.1875
22186,0b4256443b, no labels?  Sorry I know I`m really needy.,no labels?  Sorry I know I`m really needy.,negative, sorry,0.125
22189,3075c07f03,and its over now  watch on now? hmmm,and its over now,negative, hmmm,0.0
22195,22adf200c3,"Also I popped the phone open and got all that goddamn dust out, but I wore out a clip on the camera panel so I had to glue it shut",goddamn,negative," goddamn dust out, but i wore out a clip on the camera panel so i had to glue it shut",0.05263157894736842
22196,85ed5b9cf7,Legs are hurting because I was standing up all day.,Legs are hurting because I was standing up all day.,negative, hurting,0.1
22197,fab5ca9036," Ha, if i was , I would be pointing out the irony of that last spelling mistake. With swearing.",swearing.,negative, irony,0.0
22201,898aaa09ad," I`d help you if I weren`t poorer than you lol! I`m mexican living in .mx, which automatically makes me 13 times poorer","I`d help you if I weren`t poorer than you lol! I`m mexican living in .mx, which automatically makes me 13 times poorer",negative, poorer,0.05
22204,7be17ce45f,"Just got done with my first day of work and is exsausted, sweaty, and chalky.","Just got done with my first day of work and is exsausted, sweaty, and chalky.",negative," exsausted, sweaty, and chalky.",0.2857142857142857
22215,a2fb6bdb96,Is losing money in Vegas...,Is losing money in Vegas...,negative, losing,0.2
22217,0952f69f94,He is so silly.  http://twitpic.com/4jk6b,He is so silly.,negative, silly.,0.25
22219,7ef06f7c67, Is beastypops tired? I wish i was. My tablets are just making me want to throw up!,just making me want to throw up!,negative, tired?,0.0
22229,f07163738c,"I hate traffic. Dallas is nothing, but traffic!",hate,negative, i hate traffic.,0.3333333333333333
22231,d84f999aec,_KittyKat  so now im bored..untill i go out,im bored.,negative, bored..,0.0
22234,657cdeb6b1,   someone is ignoring me  & being mean..,is ignorin,negative, ignoring me & being mean..,0.0
22237,7e100fef58," helllllloooooooooooo tom, gig tonight? sorry im not sure when your shows are over there! miss you in the UK  HI HI HI HI HI ****",sorry im not sure when your shows are over there! miss you,negative, sorry,0.08333333333333333
22242,d40568560a,Doing my fieldwork databook. Slept awkwardly. Bones all sore.,awkwardly.,negative, sore.,0.0
22248,aeceb6d168,fuming over ebay purchase gone bad. outta $45 and have nothing to show for it  %$&!,fuming over ebay purchase gone bad.,negative, fuming,0.16666666666666666
22254,25faba7e4b," if I could make it to Philadelphia this year I would be there!! but sadly, i cannot","but sadly, i cannot",negative," sadly,",0.25
22258,4e6e3ebb75,just got home.  errrr... V.Luna hospital is so far. :|,so far.,negative, errrr...,0.0
22271,4d84400b4b, i am jealous of your mom talking to . i want to see you all our twittering is making me miss you,i want to see you all our twittering is making me miss you,negative, jealous,0.0
22278,5d917baffd,My truss failing  http://yfrog.com/154upj,My truss failing,negative, failing,0.3333333333333333
22279,0228cd6405," BAH, you`be made me all hungry now","BAH,",negative," bah, you`be made me all hungry",0.16666666666666666
22289,53d39f2caa, I am so sorry!!  That really sucks,I am so sorry!!  That really sucks,negative, sorry!!,0.14285714285714285
22295,8fd4310b2c,I was crying all of Tuesday cos I find out! ;( .... Economics is offically my crying subject lol,crying,negative, i was crying,0.3333333333333333
22299,5aa5003df5, god I need to revise today! I`m so lazy,o lazy,negative, i`m so lazy,0.25
22311,5b961ea2da,baaaaaaaah!!!! there`s a MEGA cockroach in the kitchen and i have no one to kill it!  heeeeelp me!!!! haha my retarded cats are no help!,retarded,negative, retarded cats are no help!,0.2
22313,be98808eae, I`m dead bored. but also dead poor! Student life is a piss take!,bored.,negative, i`m dead bored.,0.3333333333333333
22314,d7ec3333b7,having bad day,having bad day,negative, bad,0.3333333333333333
22317,ca6599a1c0, not my groom!  think i`ll die an old maid! lol,l die,negative, die an old maid!,0.2
22324,3c14b2b292,[Somewhere - Within Temptation] returned to mysefl. Keep working hard till June,hard,negative, temptation],0.0
22327,c42c567e54, Ahhh...can`t do this one....will be in las Vegas that weekend  #noctweetup,Ahhh...can`t do this one.,negative,can`t do this one....,0.3333333333333333
22333,5a62afb497,Bug in **** cod4 system link. My map pack isnt working,isnt working,negative, bug in **** cod4 system link. my map pack isnt working,0.18181818181818182
22339,afeb5f1c1c,When God created man i also believed he created a million people to get on ya **** for a laff,When God created man i also believed he created a million people to get on ya **** for a laff,negative, ya **** for a laff,0.2777777777777778
22352,1f0b54b51e,Going crazy  super head ach from hell and my the in laws have ben here since 9 this morning. ahhhh,head ach,negative, going crazy super head ach from hell,0.2857142857142857
22355,d237b12c6a,"I am sad... Tanner wasn`t invited to the Panthers development camp this year  Poor (other) Glassers. But Calla was, so good on him.",sad..,negative, i am sad...,0.0
22361,1546642a62,My car is broken.,My car is broken.,negative, broken.,0.25
22371,e572df8b9d, I have been sick for like 5 days now...,I have been sick,negative, sick,0.25
22375,5c0d87f191,: sorry forgot that,forgot,negative, sorry,0.0
22382,9928207c77,Wide awake. Wishing I wasn`t. **** nightshift routines. Got turned down for the job in Nashville  oh well ...,Wide awake. Wishing I wasn`t. **** nightshift routines. Got turned down for the job in Nashville  oh well,negative, **** nightshift routines. got turned down,0.3333333333333333
22387,41cff9bd12,  on your ani?  sorry,?  sorr,negative, sorry,0.0
22391,01e1f59fac,cant believe i stay out this late!.....waking up for work in T-minus 4hours,late!.,negative, cant believe,0.0
22409,d288b32d20,Nursing my sick guniea pig back to health  and my cat is being jealous,Nursing my sick guniea pig back to health  and my cat is being jealous,negative, jealous,0.07692307692307693
22433,7956d83106," Sadly, all I have is the Stanley Steemer 800 number.","Sadly, all I have is the Stanley Steemer 800 number.",negative," sadly,",0.1
22454,13df2f4386,Missin my boo,Missin my boo,negative, missin,0.3333333333333333
22466,9176985aae," *waving* you wanna come get Diablo, he barked so much til he made himself sick",barked,negative, sick,0.0
22467,41d2178a72,"Went for run, my sinuses are pissing me off",pissing,negative, pissing me off,0.3333333333333333
22470,38a9919690,is hitting the streets. 40 hours living with Lexington`s homeless. No food...no bed...no problem. No Facebook or Twitter...  Pray for us.,No food...no bed...no problem. No Facebook or Twitter...  Pray for us.,negative, is hitting the streets.,0.0
22480,87e7c38d7c,  What`s wrong with her?,s wrong,negative, what`s wrong,0.3333333333333333
22482,5863f5f7ee,My Tummy Hurt,Hurt,negative, my tummy hurt,0.3333333333333333
22489,e25c2232d7,And I want you to shut the **** up.... I really hate living with my step dad. =-\ I can`t wait to move out...,hate,negative, i really hate,0.3333333333333333
22493,8f5858051b,finally some effing internet! i effin need to update the wifi in SG malls. Idk how  i miss dada and craigie......,i miss dada,negative, miss,0.3333333333333333
22504,22d01691d4,"Oh yea, and I feel really feckin tired today !",I feel really feckin tired,negative, tired,0.2
22507,9782804e9a,stuck in huge traffic jam,stuck,negative, stuck in huge traffic jam,0.2
22510,842059af9e, I think I might get some of that today.  My throat is killing me! It feels like it`s in my lungs,s killing,negative, killing me!,0.3333333333333333
22513,235927fc9a,Yikes. That poor girl on BGT. That was quite hard to watch,That was quite hard to watch,negative, hard,0.16666666666666666
22514,3b5692f59c,"My back is all kinds of messed up, and Strudel is going to live in another town until we move, I`m going to miss the little runt",miss,negative, messed,0.0
22524,0c57b47f8b, kids will not eat salad so they getting crisps only salad for me and mr can make his bloody own,crisps,negative, kids will not eat salad,0.0
22526,b3fbf67bbb,No betta nest  I think despite the heater it gets too chilly at night,despite the heater it gets too chilly at night,negative, too chilly,0.2222222222222222
22534,79077139d8, Ohhhhh how I miss the Brunch,Ohhhhh how I miss the Brunch,negative, miss,0.16666666666666666
22552,b5e4ae34b8,omg trying to fix pic but its not working!!!! ugh also mom wont let me sleep over sanzz!!!!!  bad day!!!!,omg trying to fix pic but its not working!!!! ugh also mom wont let me sleep over sanzz!!!!!  bad day!!!!,negative, bad day!!!!,0.1
22554,e8fa64dd65,so during that whole whole addiction talk with my brother and that lady....i broke down and couldnt help but cry,i broke down,negative, cry,0.0
22556,faee0d91de,"_onfire I think Letitia is still trying to upload the digital, they were having problems before. I am sure she will let us know",they were having problems before.,negative, problems,0.2
22561,1dc2c32163,There is something wrong with me! I`m so tired I can barely keep my eyes open. Yet all I`ve done for the last 3hrs is toss & turn in bed,something wrong wi,negative, tired,0.0
22562,c6dc225377, it is sooo hard.... truck and fish please,hard.,negative, hard....,0.0
22564,492306caf1,Bummer... I missed Taylor Swift on the Today show!  Those were my only plans for the day!!!,Bummer..,negative, bummer...,0.0
22571,b0149e3848," Still waiting for a email  from MAX. So i consider no news, bad news.",", bad",negative, bad news.,0.3333333333333333
22574,eb8fb65281, NAT!!! I`m going to miss you so badly,miss,negative, miss you so badly,0.25
22584,f8a1536034, No but this is our poor week,No but this is our poor week,negative, poor week,0.2857142857142857
22593,cc9bbb431f," omgggggggggg, cant belive it! what had happened to it friend? do you know where did you missed it? thats not nice!!",not nice!,negative, thats not nice!!,0.25
22597,2f3ac07330, Swimming is a no go for me,no go,negative, swimming is a no go for me,0.2857142857142857
22614,5c6398a848,I dont like things getting confused. Seems to be happening alot lately,confused.,negative, i dont like things getting confused.,0.16666666666666666
22626,a3a3cec35f,bored. tired got headache,tired,negative, bored. tired got headache,0.25
22661,3d41313eec, It was blatently your fault for just shoving it in the bag when I said no  I felt that you had very much tricked me. ****,blatently,negative, fault,0.0
22667,6f841de17d,Sigh only 1 problem though i need to call Stooopid LIME aka Cable and Wireless and have them reconnect my interent 2 day without net  sads,Stooopid LIME aka Cable and Wireless and have them reconnect my interent 2 day without net  sads,negative, problem,0.0
22681,2108a598dd,time to get to work. i`m already starting the day off bad. missed the UP screening  this morning at the el capitan,the day off bad. missed the UP screening  this morning at the el capitan,negative, bad.,0.08333333333333333
22693,599037c438,@_supernatural_ http://twitpic.com/6695k - Awwww poor boys! *cries* So sad..,Awwww,negative, sad..,0.0
22702,6e4d42897d,I really miss my phone  i cant wait till my new one comes,I really miss my phone,negative, miss,0.2
22705,cd4b8d7a92," bummer, bro, sorry to hear that",sorry to hear that,negative, sorry,0.25
22721,78eb64511e,Ugh. Waiting for a visitors pass to get on post.  taking FOREVER!,taking FOREVER!,negative, ugh. waiting for a visitors pass to get on post. taking forever!,0.16666666666666666
22722,866cc1ab2c,Carol Vorderman cancelled her interivew with me... so now I have no proof against all you non-believers!,I have no proof against all you non-believers!,negative, cancelled,0.0
22730,a929174cdf,My back is soooooo hurting.,hurting.,negative, my back is soooooo hurting.,0.2
22741,51e04670a5,But he has an out of date script. That`s really bad. So midway thru his pitch we catch it. He gets all butthurt and storms out. His loss.,That`s really bad.,negative, bad.,0.3333333333333333
22751,960691b054,god... im suffering greatly... having no hair + sitting in blazing sunshine = v v bad sunburn,v v bad sunburn,negative, suffering greatly...,0.0
22754,30a219dc19,@_micster  How the hell does your hair not fall out constantly?,hell,negative, how the hell,0.3333333333333333
22758,64381fbdd4,Roommate is sssnoring :/ And my throat is so dry,Roommate is sssnoring :/ And my throat is so dry,negative, roommate is sssnoring,0.3333333333333333
22759,6539efa723,sick on wifes bday= double,sick on wifes bday=,negative, sick,0.25
22762,8db72c3920,"Working late at night on a Dell notebook, Dell`s quality has gone down hill, warrenty service sucks too, poor people  buy a Mac instead","quality has gone down hill,",negative," sucks too,",0.0
22768,b31a0ce70d," --sorry for running over uncle Terry, but he just wasn`t living up to his potential. expecting more from his next return.",-sorry,negative, --sorry,0.0
22769,d76baf7844,dammit! hulu desktop has totally screwed up my ability to talk to a particular port on one of our dev servers. so i can`t watch and code,dammit! hu,negative, dammit! hulu desktop has totally screwed,0.14285714285714285
22774,9b1d66984a," I`m sowwy.   It sucks, I know, I`ve been there. Yay for half days though!",It suck,negative," it sucks,",0.3333333333333333
22790,4dd963c9ef," oh, sorry to hear about this too  sad",sad,negative, sorry to hear about this too sad,0.14285714285714285
22800,3223cac096,ans so the lion.......kicked the dogs ****!!!!,kicked,negative,kicked the dogs ****!!!!,0.25
22817,b4fe63f567,Going to be a strange weekend. Probably srtarting off with working til midnight tonight,Going to be a strange weekend.,negative, strange,0.16666666666666666
22823,d715925ecd, That would panic me a little!  Maybe you can read on an orbitron at the gym like I do...when all else fails?!?,panic,negative, that would panic me a little!,0.16666666666666666
22851,37f289badf,its sad that the rats are becoming aggressive against the guinea pigs. I have to seperate them.,its sad that the rats are becoming aggressive against the guinea pigs. I have to seperate them.,negative, its sad,0.125
22853,b31ee23c1c,Daddy just left.................without me  http://yfrog.com/13pdrmj,Daddy just left.................without me  http://yfrog.com/13pdrmj,negative,without me,0.16666666666666666
22855,1918cd28dd,chillin after a LOOOONNNGGG day of basketball  hella tired sleepy time zzzz,tired,negative, loooonnnggg day of basketball hella tired,0.16666666666666666
22867,02f750f49c, Yeah. About **** time. My film SLR just sits there quietly being ignored. It`s time to step up!,ignored.,negative, **** time. my film slr just sits there quietly being ignored.,0.09090909090909091
22874,e2e3bbf3aa,@_erica /hugs those are the worst. Mine used to be really bad on the first day..sometimes can`t even get out of bed.,those are the worst. Mine used to be really bad on the first day..sometimes can`t even get out of bed.,negative, worst.,0.05263157894736842
22878,bc49371473," Ohhh, he is very regal man-cat! But he is blocked",blocked,negative," ohhh, he is very regal man-cat! but he is blocked",0.125
22887,c2c60b07d6,this week has been awful.,awful.,negative, this week has been awful.,0.2
22888,0b9683bd22,"deleted a lott of facebook friends, ask to be my friend again if you want. if not idgaf",if not idgaf,negative, deleted,0.0
22897,01cb29e586, aw  were sad you had to leave tokyo. come back.please,e sad,negative, aw were sad,0.25
22899,90e2334eb9,awe.. gotta go.. my mom commands me to sleep already..,commands,negative, awe..,0.0
22927,40a90f23cd, ME TOO! hehe i hate colds. totaly annoying...,hate,negative, annoying...,0.0
22936,c0bc97deed,Sometimes i feel pathetic going to bed so early. Oh well.  i TOTALLY get clam chowder tomorrow! =D,Sometimes i feel pathetic going to bed so early. Oh,negative, pathetic,0.1
22949,e323cf0033,"srsly, BGT, joke maaan. how lame. ughhhh work tomorah have to get up early",ughhhh,negative, how lame.,0.0
22950,e3a67f4c54, I told u I tried but 88 said it was 2 late  cause the girl I was with took 4ever 2 get ready. they wanted to meet up by 11.,d it was 2 late,negative, late,0.2
22969,cd56a592c0, I was thinking the swine markets are in decline. But since we can`t say that anymore...,I was thinking the swine markets are in decline. But since we can`t say that anymore...,negative, decline.,0.0625
22970,c70c228685,They just admitted my grandma to the hospital... Shes my only last one  please pray for her,Shes my only last one,negative, they just admitted my grandma to the hospital... shes my only last one please pray for her,0.3125
22974,19227404ae, Morrissey cancelled on me,cancelled on me,negative, cancelled,0.3333333333333333
22980,35182a84b6,I miss nicc today.,I miss nicc today.,negative, miss,0.25
22986,949621ba7a,Y AM I STILL AWAKE!!!! SMH.... THIS SUCKS!!!,SUCKS!!,negative, sucks!!!,0.0
22987,e254c37471,"Alex slammed her head into the edge of the table about 30 min ago.  She`s going to have a nice, blue bruise.","Alex slammed her head into the edge of the table about 30 min ago.  She`s going to have a nice, blue bruise.",negative, slammed,0.047619047619047616
22992,d3d6d88c73,Ugh... Waiting.... Interminable...,Ugh... Waiting.... Interminable...,negative, interminable...,0.3333333333333333
22994,0b1cda0a8a,feel like ****.....and will continue to for as long as it takes,****..,negative, feel like ****.....,0.0
22997,7c70e19e11,"so bored at work, its ridiculous, and my Saturday is going to suck with class in the morning","its ridiculous, and my Saturday is going to suck wi",negative, bored,0.0
23000,f5f75739a5,Ahh! my right kidney hurts soooo bad!!! Ooommmmggggg!!!!,Ahh! my right kidney hurts soooo bad!!! Ooommmmggggg!!!!,negative, hurts soooo bad!!!,0.375
23033,49038089d9," idk lol my head hurts. rly bad. & so does my stomach... hmm... personally, i think its from all the #s ive had 2 deal wit","idk lol my head hurts. rly bad. & so does my stomach... hmm... personally, i think its from all the #s ive had 2 deal wit",negative, hurts. rly bad.,0.12
23052,f75ab644ab,i`m lonely.  i need some hug.,i`m lonely.  i need some hug.,negative, i`m lonely.,0.3333333333333333
23061,e6a189a220," omg! is it mine? omg that`s so gross, I`m so sorry! I TOTALLY forgot about it until JUST now!","omg! is it mine? omg that`s so gross, I`m so sorry! I TOTALLY forgot about it until JUST now!",negative," omg that`s so gross, i`m so sorry!",0.35294117647058826
23081,7c1f28b126,  yer it is...poor little ****  but she well doesnt deserve the stick off everyone! cowell once again going against producer,ll doesnt deserv,negative,poor little **** but she well doesnt deserve the stick off everyone! cowell once again going against producer,0.05
23090,628b7c8add,"i`m so sad, because my beloved boy doesn`t online, i wait for him everyday..","sad,",negative," i`m so sad,",0.3333333333333333
23095,55be15508b,What a dreary day in LA. Where did all our sunshine go?,dreary,negative, what a dreary,0.3333333333333333
23109,6df2b65239,"In French trois, nobody is sitting next to me. I feel a little lonely...",I feel a little lonely...,negative, lonely...,0.2
23111,24eeede493,Just got my marks...  BCIT is the death of me I swear!,e death of me I swear!,negative, death,0.16666666666666666
23126,d70ed4038d,Gahh ! This weather sucksss !,Gahh ! This weather sucksss !,negative, sucksss,0.2
23135,1acc36b911,#Java is not working - hmph!  Can`t upload photos to #Facebook.,#Java is not working - hmph!  Can`t upload photos to #Facebook.,negative, not working,0.18181818181818182
23139,f2b1e29977, Listened to it again coz you reminded me. This is so depressing.  ? http://blip.fm/~5joo9,depressing.,negative, this is so depressing.,0.25
23144,8929500ba0, oh no! Poor thing keep us posted.,oh no! Poor thing keep us posted.,negative, poor,0.14285714285714285
23151,c8d254c303, uuuugh  i hate everything,uuuugh,negative, hate everything,0.0
23159,3d64f2c8ae,Somehow I have yet to accomplish a **** thing.,accomplish a **** thing.,negative, ****,0.25
23161,eb8fa26e76,I`m so lost without my laptop. And no break again for me today. Made even worse that the 2 big bosses of skipton showed up today,Made even worse th,negative, i`m so lost,0.0
23168,6d7271eeee,Sorry for the delay in publishing this weeks show  Some technical difficulties during encoding. Will be out asap but may be Saturday.,difficulties,negative, sorry,0.0
23171,1bc185153f,I`m having a problem with my photo here in twitter amf!!!...can`t see my face!,I`m having a problem,negative, problem,0.25
23177,c5fbcd3afa, u no there was no point pointing it out yesterday and ppl had 2 wait til midnight .... they were kinda pissed,they were kinda pissed,negative, pissed,0.25
23179,b47dd76578,feels guility . sorry `bout that  http://plurk.com/p/wyqow,feels guility,negative, sorry,0.0
23181,b6ded578b8,never does  anything good school and rabbit it my life cycle dunno how to tune a giutar so i am stuffed,stuffed,negative, never does anything good,0.0
23200,4d3e8d0978, i did that but my INS wouldn`t pay for the therapy  so now i dk what to do!!,w i dk what to do,negative, wouldn`t pay,0.0
23208,24ad20ef02,I dont like this random gloomy weather,gloomy,negative, i dont like this random gloomy weather,0.14285714285714285
23211,bab27bd635, Hey twit! Just watched poor Holly on Britains Got Talent  poor thing!! People are so mean - she only a 10 year old little girl!,!! People are so mean,negative, poor holly on britains got talent poor thing!! people are so mean,0.3333333333333333
23212,fadfdf0405," YAY!!!!   I have Mark issues, too...you`ll find I have A LOT of issues.   lmao",of issue,negative," yay!!!! i have mark issues, too...you`ll find i have a lot of issues.",0.08333333333333333
23216,d237e55e21,It is kind of lonely when nobody will answer their phone.,It is kind of lonely when nobody will answer their phone.,negative, lonely,0.09090909090909091
23219,75c0586ee5,Ok so I`m **** hungry....!  I`m fat I know..I know..! Aha,Ok so I`m **** hungry....!  I`m fat I know..I know..! Aha,negative, ****,0.1
23222,04e249dcf5,omg i was so nervous last block. i had my speech and i almost puked. it was horrible.... i bet i got a bad grade on it....,nervous,negative, horrible....,0.0
23231,05ab380c70,I dnt get to go play lasertag w/ my besties!     *old me`s dead and gone*,*old me`s dead and gon,negative, dead and gone*,0.3333333333333333
23259,bbbccb9c0e,#com125: we have a quiz! again .. Feliza is bugging us again  its getting very annoying!,its getting very annoying!,negative, annoying!,0.25
23261,20314ef0ab,computer.. please stop being so loud so i can do my work,stop,negative, loud,0.0
23265,d6b4aa81ee," from your fevered imagination, my son","r fevered imagination,",negative, fevered,0.3333333333333333
23289,371a7716e5," This is late, but I was actually in the spelling bee back in the day. I got eliminated in state finals though.",eliminated,negative, i got eliminated,0.3333333333333333
23301,a0c3215993,OK guess I need to do actual work now.  How long until 5 pm? Oh no. I may have to ditch early.,ditch,negative, i may have to ditch early.,0.16666666666666666
23303,34902d475c,To Lisa: Yes I know who ur talking about and yes he is an ****. Dont let him get to ya...you have a great thing going with this chris,he is an ****.,negative, ****.,0.25
23304,6d112243ed, I miss you already. All the sad faces you texted me were seriously gonna make me cry.,sad,negative, i miss you already. all the sad faces you texted me were seriously gonna make me cry.,0.06666666666666667
23330,3a4b78bf05,wonder what white supremists have to say about this  I abhor racists. http://bit.ly/Rd31F,wonder,negative, i abhor,0.0
23333,26e46078a6,Hiiiiii! I texted u the other day and u didn`t respond  what`s up with that?!,Hiiiiii! I texted u the other day and u didn`t respond  what`s up with that?!,negative, u didn`t respond,0.21428571428571427
23336,427172cda4, ...as well as bell hooks Teaching to Transgress.  Sometimes I miss teaching & messing with bad system.,Sometimes I miss teaching & messing with bad system,negative, miss,0.1111111111111111
23340,8a0cd1dda6," I`m sorry, but x-men sucks... in a bad way!  ;p",sucks.,negative," i`m sorry, but x-men sucks...",0.0
23352,d237ef7b62,Star Warz day? Really..that is a hot topic? Man..oh man.. I`m just waiting for Star Trek!,.oh man..,negative, hot topic? man..oh man.. i`m just waiting for star trek!,0.09090909090909091
23370,b548335809,Sunburned on my face & legs. Fixing to be my arms tooo.,Sunburned on my face & legs.,negative, sunburned,0.16666666666666666
23381,7d7ff27958, because I couldn`t get the money to mikey in time.  trust me. It makes me sad too.,e sad,negative, sad too.,0.3333333333333333
23382,5d56612b5e,is incredibly worried about Stanley...,is incredibly worried about Stanley...,negative, worried,0.2
23388,55c8976ea9,it`s ridiculously warm in bed,ridiculously,negative, it`s ridiculously warm,0.3333333333333333
23390,fd72aff4ba,  awwww i have no internet right now....  -drummer boi,w i have no internet right now,negative, awwww,0.0
23397,b66219e011,Cried Like A Fukn Baby Today Durin Da Senior Show...Ima Miss All My Senior Friends,Miss,negative, cried like a fukn baby today durin da senior show...ima miss,0.09090909090909091
23401,afe22c972a,  FTR I <3 U and miss U on the team already,d miss U,negative, miss,0.3333333333333333
23402,c7b8023dbc, not but I went to his page and it made me hungry,it made me hungry,negative, hungry,0.25
23410,e4cb8a6252,"Last Heroes ep until Sept  Sick & drugged for past 3 days. Dr says lacking in everything, esp -get this- SUNSHINE.",lacking,negative," lacking in everything,",0.3333333333333333
23422,7f4ab90701, hey mar! i miss you also ( yeah  but i gotta find a stupidstupid school (,miss,negative, hey mar! i miss you also ( yeah  but i gotta find a stupidstupid school (,0.07142857142857142
23439,d80f9d077e,"****, I paid like $16 my first Slightly Stoopid show and now they charge $47 a pop   makes me sad...","****,",negative, sad...,0.0
23443,f761f6948a,So bored  waiting for class to start. Sigh midterms next week >_<,So bored  waiting for class to start. Sigh midterms next week >_<,negative, bored,0.08333333333333333
23453,887ad215a3,my stomach feels like it`s touching the ground..i`m SO full,i`m SO full,negative, my stomach feels like it`s touching the ground..i`m so full,0.18181818181818182
23470,cf34c2b139,I feel like I have to throw up.,I feel like I have to throw up.,negative, throw up.,0.2857142857142857
23478,7a2be11b18,Date Like A Man So You Dont Get Played Like A ****,Date Like A Man So You Dont Get Played Like A ****,negative, ****,0.1
23487,f03d6d4367,whats wrong with my flickr  http://www.flickr.com/photos/frenchtoastcake/ my quilt top photo only shows when you click on it! SAD STORY!!!,whats wrong with my flickr,negative, sad,0.0
23488,9db4d1e6c0, - It is supposed to be an unrelated (story-wise) new part of the Fallout series they`re working on... Only the name is out,unrelated,negative, only the name is out,0.0
23489,c4db821ee7,**** week all **** week  off to the gym now with the worst headache.,**** week all **** week  off,negative, **** week all **** week off to the gym now with the worst headache.,0.36363636363636365
23493,18388b8a88, Im so very sad that i am at work today and cant win tickets,sad,negative, im so very sad,0.25
23508,897926a787, I don`t think they sale Ciroc where I stay..****..thats just my luck,.****.,negative,thats just my luck,0.0
23523,b880cb3f97,"UGGG my computer is running SOOO SLOW today, it`s driving me batty! Guess its time to remove files and defrag AGAIN UGG want a MAC",running SOOO SLOW,negative," slow today, it`s driving me batty!",0.125
23527,debbd12acd, I hear you   Any time earlier than 11am is just mean!,st mea,negative, mean!,0.0
23531,a515ed7afc,"#Ferber As happens every few days, Rohan woke up unhappy at midnight.  The good/bad news is that I was still awake, due to afternoon nap",Rohan woke up unhappy at midnight.,negative, unhappy,0.16666666666666666
