,textID,text,selected_text,sentiment,len_text,len_selected_text
17670,6b7340ec5d,See that traffic northbound? That`s my commute   http://twitpic.com/67x74,See that traffic northbound? That`s my commute,neutral,73.0,46.0
17673,432bf6003e,http://twitpic.com/66u67 after the shot calmin down!,after the shot calmin down!,neutral,52.0,27.0
17732,6a679e5e43,new book in the pocket http://bit.ly/1bI7aD,new book in the pocket,neutral,43.0,22.0
17756,768985a78d,: Awwwwwwwwwwe  That okay. I missed bullet`s concert in toronto last summer `cause i had just gotten into them D:,Awwwwwwwwwwe  That okay. I missed bullet`s concert,neutral,113.0,50.0
17807,38033268b7,"Was late today, due to construction!!!      tGif...","Was late today, due to construction!!!",neutral,51.0,38.0
17817,afca0808c2,"****. I had 11 goldfish.  Oh well, that`s my dinner. Anyways! Check out my blog yoooo http://weaselbee.blogspot.com/","****. I had 11 goldfish.  Oh well, that`s my dinner. Anyways! Check out my blog yoooo",neutral,116.0,85.0
17832,7b7f6aa54f," check out her new song 'sentimental, wat-a-joke-ental' she`s a fren  www.last.fm/music/marple+meg","check out her new song 'sentimental, wat-a-joke-ental' she`s a fren",neutral,98.0,67.0
17844,20c5e069dd,_Carroll i want a marty mcflyy t-shirt.,i want a marty mcflyy t-shirt.,neutral,39.0,30.0
17862,9abee8d4e9,2 more weeks of school not including weekends. omg right on. im so excited yet scared. omg. ahhhh. i can`t wait to grad.,omg right on. im so excited yet scared. omg. ahhhh. i can`t wait to grad.,neutral,120.0,73.0
17910,036fd7221e, thankfully it`s just a really bad sinus infection. they`re just watching out for me since i`ve traveled recently. thanks though,thankfully it`s just a really bad sinus infection.,neutral,128.0,50.0
17928,4fbdde8980, your vid wont play  x,your vid wont play,neutral,22.0,18.0
17955,509a6c533a,Followed by the great Super Mazembe. One of the favorites around here  ? http://blip.fm/~5jkbp,Followed by the great Super Mazembe. One of the favorites around here  ?,neutral,94.0,72.0
17969,0aede53d2d,Burp the Frog  http://is.gd/rae9,Burp the Frog,neutral,32.0,13.0
17986,aa5fa36e1d, not cool.   Hope you feel better. I went up there for breakfast buy you were gone.,not cool.   Hope you feel bette,neutral,83.0,31.0
18054,8c650fdebd,got a surprising and sad news on a Friday  (clue:effect of global financial crisis) http://plurk.com/p/x2vyi,got a surprising and sad news on a Friday,neutral,108.0,41.0
18089,ab268b8073," Yup, indeed, like train announcements: Shortly we will arrive in Kï¿½lle","Yup, indeed, like train announcements: Shortly we will arrive in",neutral,73.0,64.0
18142,fefc0ed9f0, wow.???? ??????,wow.,neutral,16.0,4.0
18200,807aa145f4,"http://www.facebook.com/pages/HelloTxt/73275306275 this message is posted on HelloTxt Facebook Fan page through HelloTxt, check it out","this message is posted on HelloTxt Facebook Fan page through HelloTxt, check it out",neutral,134.0,83.0
18218,ea028cdcf1,_argie Yes I am,Yes I am,neutral,15.0,8.0
18240,6fbe1bf447,I`m still thinking ... Idk,I`m still thinking,neutral,26.0,18.0
18268,95892d270c,_trees  True. That`s kind of your style isn`****  and less of the 'old chap' ;-),True. That`s kind of your style isn`****  and less of the 'old chap' ;-),neutral,80.0,72.0
18322,a6c4a1d9c7,_Mom Maybe people would start looking for us... like 'where`s Waldo' but 'where`s the CKC'?,Maybe people would start looking for us... like 'where`s Waldo' but 'where`s the CKC'?,neutral,91.0,86.0
18397,6ccec768e2," definitely, or even just 'i`ll call you', they never do  how was ur day? ****","definitely, or even just 'i`ll call you', they never do  how was ur day",neutral,78.0,71.0
18458,4c2e5f9b2c,   Hi Bruce  I am trying to eat healthy!  It`s kinda scary when I read 'Eat this Not that'  maggots and rat hair in our food,Hi Bruce  I am trying to eat healthy!  It`s kinda scary when I read 'Eat this Not that'  maggots and rat hair in our,neutral,124.0,116.0
18470,8d015c2747, http://twitpic.com/4jjdx - Soak your had in hot water (but not boiling) for about 30mins - it`ll pull them right out,Soak your had in hot water (but not boiling) for about 30mins - it`ll pull them right out,neutral,117.0,89.0
18542,751762b290, Doing okay. How are you doing?,Doing okay.,neutral,31.0,11.0
18575,2efb3579d3,Want 2 transfer my Naini trip pictures 2my comp so I can upload thm on web bt i dnt hv my USB  Snt few via multimedia @ 5 Rs/pic. Expnsiv!,Want 2 transfer my Naini trip pictures 2my comp so I can upload thm on web bt i dnt hv my USB  Snt few via multimedia,neutral,138.0,117.0
18616,a734378195,last #ff  _Diesel    _Web_Design     ,last #ff  _Diesel    _Web_Desig,neutral,37.0,31.0
18622,5de31bf0bd, aww i know its my addiction!   awww i know sameee  !  its just more more more !,aww i know its my addiction!   awww i know sameee  !  its just more more mor,neutral,80.0,76.0
18656,34ed05dc98,"Jon & Kate + 8 kids attracted a huge TV audience, tabloid headlines, and now a state labor investigation   http://tinyurl.com/l7zt72","Jon & Kate + 8 kids attracted a huge TV audience, tabloid headlines, and now a state labor investigation",neutral,132.0,104.0
18668,c399097cad,night night twits! im so glad I will be waking up to a saturday off work!! printer has broke though,im so glad I will be waking up to a saturday off work!! printer has broke though,neutral,99.0,80.0
18681,c237b64754, ditching out again?  you will be missed. I wish my ruby boys would represent.,?  you will be missed. I wish my ruby boys would represent,neutral,78.0,58.0
18734,80fc443957,Answering email questions for Art of Photography Show. Yes-I actually reply.  http://www.artofphotographyshow.com Entry deadline May 22nd,Answering email questions for Art of Photography Show. Yes-I actually reply.,neutral,137.0,76.0
18805,e0e9a3dd87, whatz that supposed to mean  i have a dog now  waaaaaaaaaah lol jk,whatz that supposed to mean  i have a dog now  waaaaaaaaaah lol,neutral,67.0,63.0
18826,df7ee6a593, still @ the courthouse!     Happy to have a job... sad its this one!,Happy to have a job... sad its this on,neutral,69.0,38.0
18841,445a420a00, Yep. Wasn`t that much to play with though. Just install and voilï¿½! It works  But you need a fast connection...,It works  But you need a fast connection...,neutral,113.0,43.0
18922,65539f18d2,"_spark heheh.  Odd though, I thought a couple of the others I`d done were better","Odd though, I thought a couple of the others I`d done were better",neutral,80.0,65.0
19036,4b6c0e54c6,http://twitpic.com/6698b - Clean,Clean,neutral,32.0,5.0
19047,652d472cfe,where are the good music and lyrics?! it seems like humans have lost their ability to understand whats good and whats bad.,whats good and whats bad.,neutral,122.0,25.0
19055,f6ca88db6f, http://twitpic.com/66r0u - uh wait...i thought this was the 29th...tonight,uh wait...i thought this was the 29th...tonight,neutral,75.0,47.0
19119,e728bbb957,From My Heart To Yours   ? http://blip.fm/~5jo4w,From My Heart To Yours   ?,neutral,48.0,26.0
19143,5ca9a346d6," going through your tweets right now, probably missed all the good ones in the last 4 hours",probably missed all the good ones in the last 4 hours,neutral,91.0,53.0
19179,4cb187e3de,when the sun goes down!!!   ? http://blip.fm/~5yyud,when the sun goes down!!,neutral,51.0,24.0
19214,f3ea3c42f3,"http://twitpic.com/4wsjr - Leisure Bay beach  (I see the pic. wasn`t uploaded last time, grrr!)","Leisure Bay beach  (I see the pic. wasn`t uploaded last time, grrr!)",neutral,95.0,68.0
19224,8dc47ce650,_burnett Firmly embedded in her Hampstead constituency then,embedded in her Hampstead constituency then,neutral,59.0,43.0
19243,948b5d4dab, yeah quite a few kids in my school got swine flu. they only close down the school if its 30 kids or more,yeah quite a few kids in my school got swine flu.,neutral,105.0,49.0
19278,9707b0fc9a,    Now I feel left out...  All alone in AZ...lol,Now I feel left out...  All alone in AZ...,neutral,49.0,42.0
19286,2739651ca2,"#MQM has opted to strike, May 12th - Altaf bhai to unveil what really happened in #Karachi  http://tinyurl.com/c73ehq","has opted to strike, May 12th - Altaf bhai to unveil what really happened in #Karachi",neutral,117.0,85.0
19303,09bbc9cefb, http://twitpic.com/6714p - well done guys! I am gonna miss the tweets!,- well done guys! I am gonna miss the tweets!,neutral,71.0,45.0
19326,8e74e2abc3, that`s not good to hear!  i hope everything is fine..i will keep you & your family in prayer! I LOVE YOU ISABELA URIBE,that`s not good to hear!  i hope everything is fine,neutral,119.0,51.0
19473,f4799c7882," Not sure if this is good or bad news for you, but you are listed as staff: http://www.thesixthaxis.com/staff/","good or bad news for you,",neutral,110.0,25.0
19488,05629e13d6, love you loads hun ) hot weather gutted i aint with you now chillaxing  but we got tomoz  xxxx,hot weather gutted i aint with you now chillaxing  but we got tomoz,neutral,95.0,67.0
19489,59a7ac9841,On my way to Ft. Knox   http://myloc.me/1Zyg,On my way to Ft. Knox,neutral,44.0,21.0
19504,798bb6bc55,_Laurie sorry to hear about a horrible weekend! It can only get better! Keep smiling.,sorry to hear about a horrible weekend! It can only get better! Keep smiling.,neutral,85.0,77.0
19530,6c92531480,@ borgellaj  you know what? They`re YOUR CATS,you know what? They`re YOUR CATS,neutral,45.0,32.0
19557,49ed24a2ee,Hello Bank Holiday Monday  hello revision ï¿½ï¿½,Hello Bank Holiday Monday  hello revision,neutral,48.0,41.0
19570,f1e5727e6f, ...snuggles you back......everyones telling me to get over it ...but ive had her 15 years  x,...snuggles you back......everyones telling me to get over it ...but ive had her 15 years,neutral,93.0,89.0
19592,b4e4fa2c30,_kritt GPS location: http://bit.ly/SPW5s here I am,here I am,neutral,50.0,9.0
19598,7c91441fa4,happy birthday great-grandmother  ../././. bad news on a good day >< but ame is living,happy birthday great-grandmother  ../././. bad news on a good day,neutral,86.0,65.0
19641,d6c1dadb4b,"_Peabody I`m pretty sure we got sent home a couple of times too. `tis the week to remember Mary, Anto`s granny'the love is all around'","I`m pretty sure we got sent home a couple of times too. `tis the week to remember Mary, Anto`s granny'the love is all around'",neutral,134.0,125.0
19687,d20d1ba3e3,"_anekie ok darl, i will suggest you to the MUA (Tracie Weaver), as she`ll be making the decision","ok darl, i will suggest you to the MUA (Tracie Weaver), as she`ll be making the decision",neutral,96.0,88.0
19698,a164b4aeb4, http://twitpic.com/4jk42 hey Gi! look at this pic of you and frankie that i took at the southend gig!,hey Gi! look at this pic of you and frankie that i took at the southend gig!,neutral,102.0,76.0
19722,25d1b2a8cc,"http://twitpic.com/4w67l - Im hard core, you just dont know it.","Im hard core,",neutral,63.0,13.0
19801,508be11810,@_ahseya_ cool i want you to take a look at this and tell me what you think,i want you to take a look at this and tell me what you think,neutral,75.0,60.0
19847,22195b1d09, dam living in england  x,dam living in england,neutral,25.0,21.0
19848,8fb17e7f1b,I`m having a fantastically miserable time so far...,fantastically miserable time,neutral,51.0,28.0
19856,c463d96db2,Dangling belly rings are a bad investment...the cutest ones ALWAYS pop,bad investment...the cutest ones ALWAYS pop,neutral,70.0,43.0
19876,9871c992ac,"_ hehe go dye it beb! put more blonde innn  mine is lighter than it was, left it in  a bit too long oops><","hehe go dye it beb! put more blonde innn  mine is lighter than it was, left it in  a bit too long oops",neutral,106.0,102.0
19888,de55035256,"    I like fridays generally, but class is extended today  and I`m starving :X haha </whine> O:-P","I like fridays generally, but class is extended today  and I`m starving :X haha </whine>",neutral,97.0,88.0
19902,9dc883f7b4,nt online today & mayb whole of next week  if u havent voted pls do: http://bit.ly/hHigd,nt online today & mayb whole of next week  if u havent voted pls do:,neutral,88.0,68.0
19923,c50340f492,Walking from Teignmouth to Dawlish   http://twitpic.com/4jf4k,Walking from Teignmouth to Dawlish,neutral,61.0,34.0
19958,2a16f885cc, James and I battle over everything too! It`s kind of a love-hate relationship,It`s kind of a love-hate relationship,neutral,78.0,37.0
20004,9d605483af,    Mc  John  sim posit  3 yr passed  no  softees   stranded without warren tea out  tech spec  kaching !!,Mc  John  sim posit  3 yr passed  no  softees   stranded without warren tea out  tech spec,neutral,106.0,90.0
20032,539efa676d,_Moe well it is #stalkersaturday after all,well it is #stalkersaturday after all,neutral,42.0,37.0
20046,85d457e045," Re: SWA & Pets - Good news for owners, bad news for people w/ allergies who needed to fly for less $$. Sad for many I know.","- Good news for owners, bad news for people w/ allergies who needed to fly for less $$. Sad for many I know.",neutral,124.0,108.0
20051,82696f0c34, http://tinyurl.com/q3u32x isn`t that the podcasting gear you got in for bit-tech?,isn`t that the podcasting gear you got in for bit-tech?,neutral,82.0,55.0
20111,d74715612b,"_FC sounds good  maybe some player quotes, photos etc I`m living in WA atm so would love bits and pieces from the Ady and Sun","sounds good  maybe some player quotes, photos etc I`m living in WA atm so would love bits and pieces from the Ady and Sun",neutral,125.0,121.0
20114,ce50a52d07, luvvv it- but one aquestion-why isn`t there any full moon crazy tour date for toronto!?!?!?!!??!,luvvv it- but one aquestion-why isn`t there any full moon crazy tour date for toronto!,neutral,97.0,86.0
20118,37c9db3923,New top!  http://tinyurl.com/cyd3pp,New top!,neutral,35.0,8.0
20189,b7c87c6d33, Yup. Most of my hacks are all for fun  Here`s a quick video I made of it. I`ll follow up when it`s done.  http://bit.ly/3xm7D,Yup. Most of my hacks are all for fun  Here`s a quick video I made of it. I`ll follow up when it`s done.,neutral,126.0,104.0
20203,1e6d26a5ba, NOICE. I realised that after exams I have 2 more weeks  Forgot about the whole 2 weeks of Unit 4 in term 2 thing :/,NOICE. I realised that after exams I have 2 more weeks  Forgot about the whole 2 weeks of Unit 4 in term 2 thing,neutral,116.0,112.0
20205,2c2ae8e3b8,_FP Awh shoot. Make a detour and come to PR  forget Indiana haha,Make a detour and come to PR  forget Indiana haha,neutral,64.0,49.0
20232,706c37c79d,"sad day, redskins release Jansen   Best wishes to him. http://twurl.nl/ueivwi","sad day, redskins release Jansen   Best wishes to him.",neutral,77.0,54.0
20243,057c1e5ec8,"I just got back from lunch at Rick & Brianï¿½s Cafe with my father; I had the French Dip and it was good, but his omelette was burnt.","it was good, but his omelette was burnt.",neutral,133.0,40.0
20287,1af413ecac,http://twitpic.com/67x8k - WITH MY FRIENDS WERE IN OUR WORK,WITH MY FRIENDS WERE IN OUR WORK,neutral,59.0,32.0
20305,be2de1ed61,  _erincharde  hey you guys should invite me out...moody is my only friend these days,e  hey you guys should invite me out...moody is my only friend these day,neutral,85.0,72.0
20308,14cf23b3fb,    Ive been dying for those!! They just so expensive in little sizes.,Ive been dying for those!! They just so expensive in little sizes,neutral,70.0,65.0
20313,272ae98bc0,"Tuesday, Wednesday, Thursday and Friday = EXAM !!  wow ****",wow ****,neutral,59.0,8.0
20332,eaff7a4bbc, Dun wanna travel all the way there for lunch now. But yeah i have been there. Nice place. Missing Shan-e-Punjab though...,Nice place. Missing Shan-e-Punjab though...,neutral,122.0,43.0
20333,5c47380aef,TextMate crashed for the first time in 3 months. Not too bad actually  #textmate,crashed for the first time in 3 months. Not too bad actually,neutral,80.0,60.0
20373,f68a162ae6, Yes. I also use my desktop`s mouse and ketboard as if ot was just a second monitor   http://twitpic.com/4wlpf,Yes. I also use my desktop`s mouse and ketboard as if ot was just a second monitor,neutral,110.0,82.0
20439,303a32115a,couldn`t resist ? http://blip.fm/~5z7v3,couldn`t resist ?,neutral,39.0,17.0
20445,188e8732c3,"_Lovato oh I see. Thanks for replying. anyway, how are you?","oh I see. Thanks for replying. anyway, how are you?",neutral,59.0,51.0
20488,a3e178f085,http://twitpic.com/665to Less than 24 hours till the show! Oh and Lee broke his guitar at practice    http://twitpic.com/660vv,Less than 24 hours till the show! Oh and Lee broke his guitar at practice,neutral,126.0,73.0
20584,caabd948d9, was gonna DM you but it says you`re not following me!    lol  after all I`ve done!  hahaha,was gonna DM you but it says you`re not following me!    lol  after all I`ve done!  hah,neutral,91.0,87.0
20586,3b2b2492e1,says I`m tutoring my cousin!  http://plurk.com/p/rpp57,says I`m tutoring my cousin!,neutral,54.0,28.0
20619,4601b7ff75, mmMmMm I`ve been craving sweet potatoes and almonds I`m going to have to incorporate those super foods tomorrow,I`ve been craving sweet potatoes and almonds I`m going to have to incorporate those super foods tomorrow,neutral,112.0,104.0
20620,f397ab55be, Britain`s Got Talent? Such a cute little girl. Feel so sorry for her!   Hope Simon finds the time! ****,Britain`s Got Talent? Such a cute little girl. Feel so sorry for her!   Hope Simon finds the time!,neutral,104.0,98.0
20637,8ea1669e5a,"Coming to the end of a looooong day. Good new is, I got everything done! Bad news- I gotta wake up @ 4:45am tomorrow for work!","the end of a looooong day. Good new is, I got everything done! Bad news- I gotta wake up",neutral,126.0,88.0
20667,32c0bf7eb3,Strange there is a 99 char limit to tweets on ustream   (GeoGeekTV live > http://ustre.am/2TOa),Strange there is a 99 char limit to tweets on ustream,neutral,95.0,53.0
20732,ee2997c88a, really has anyone got through to the finals yet? yeah was it i was stuck in class for most of it  loveyoufletch xxxx,really has anyone got through to the finals yet? yeah was it i was stuck in class for most of it  loveyoufletch,neutral,117.0,111.0
20748,9672b4ee61,"GREEN DAY IS PERFORMING ON SNL NEXT WEEK!  sorry, that made me happy and i`m still all ditzy from the Justin Timberlake skits","sorry, that made me happy and i`m still all ditzy from the Justin Timberlake skits",neutral,125.0,82.0
20769,5bbbcbb058,_mazur Hahaha...and I who actually thought you just were popular!,Hahaha...and I who actually thought you just were popular!,neutral,65.0,58.0
20872,d46919e9b3,is wondering where all her friends went...,is wondering wh,neutral,42.0,15.0
20971,2e4dacf5c3,"_keepsitreal haha awe. Well right now, I could be at home but I have to be here. It`s horrible  Lol","haha awe. Well right now, I could be at home but I have to be here. It`s horrible  Lol",neutral,99.0,86.0
20983,ccc4e707a3,Here why I like jeans  http://tinyurl.com/csbo8s,Here why I like jeans,neutral,48.0,21.0
21004,8037e0c769,Hey  its back!!    (robluketic live > http://ustre.am/2w5v),Hey  its back!!,neutral,59.0,15.0
21065,c7f52db5c8,"Thanks everyone. Unfortunately nothing can be done. The sales speak for themselves, and if that doesn`t convince Diamond, nothing will.",Thanks everyone. Unfortunately nothing can be done.,neutral,135.0,51.0
21072,f8e7238621,Sunday sunshine track  ? http://blip.fm/~5z7cg,Sunday sunshine track,neutral,46.0,21.0
21089,49d2c6aa7b,_pooh what kind of party do we got going now?,what kind of party do we got going now?,neutral,45.0,39.0
21129,99ce44080e,twittascope is NOT rocking my socks - go away already!!,NOT rocking my socks - go away already!!,neutral,55.0,40.0
21182,682210d1e2,"j. alexanders... i`m sorry nintendo, but if i`m in a collared shirt then chances are you`re staying home tonight","i`m sorry nintendo, but if i`m in a collared shirt then chances are you`re staying home tonight",neutral,112.0,95.0
21192,a8361317b3, i think it starts at  7.30 with that david archuleta  i might just throw glitter all over myself aha ****,i think it starts at  7.30 with that david archuleta  i might just throw glitter all over myself aha,neutral,106.0,100.0
21215,403de7b333, I break some rules and don`t take tension for them  .....,I break some rules and don`t take tension for them,neutral,58.0,50.0
21218,dd80c41b76,i can`t find my woody and buzz toys  but i`ve got my bullseye teddy!  do you have toy story toys? 8-),i can`t find my woody and buzz toys  but i`ve got my bullseye teddy!  do you have toy story toys?,neutral,101.0,97.0
21232,bcf3831813,some1 said if your not online your a no1...if you are online your a no1.. can`t bloody win  lol,can`t bloody win  lol,neutral,95.0,21.0
21268,c3d3a439f9,_AnGeL84 Awww i hope you feel better love...this weather is crazy...,i hope you feel better love...this weather is crazy...,neutral,68.0,54.0
21298,d7a9f717e8,_Daughtry  FYI Canada cannot see the VH1 preview of the video,Canada cannot see the VH1 preview of the video,neutral,61.0,46.0
21333,0113408490,_surprises no it`s not ready,no it`s not ready,neutral,28.0,17.0
21349,d98f5b5861,@_writersblock_ I`m sure you are.    Toasties wasn`t far behind.,I`m sure you are.    Toasties wasn`t far behin,neutral,64.0,46.0
21397,85a02242e3,"Its been a slow day at home, one of my kids is sick  .  This little picture cheered me up http://is.gd/JrLa","Its been a slow day at home, one of my kids is sick  .  This little picture cheered me up",neutral,107.0,89.0
21417,1f4e30c204,"Morning all  sun is shining, birds are singing - time for a cuppa T in the garden while reading tweets  http://twitpic.com/4ws9r","Morning all  sun is shining, birds are singing - time for a cuppa T in the garden while reading tweets",neutral,128.0,102.0
21418,4e93939f99,??? weekend standby duty??????????????????????????????????????????????????,weekend standby duty??,neutral,74.0,22.0
21502,2c8306a852,#mikeywayday? Count me IN,Count me IN,neutral,25.0,11.0
21510,2b092b0dd0,_**** i`m just about to start the second one  theres only two up yeah?,i`m just about to start the second one  theres only two up yeah?,neutral,70.0,64.0
21553,7c939a446b, yeah I know. I need to get back into twittering. Just haven`t felt it.  but yes. Thank god for txtin. I would miss ya more,s. Thank god for txtin. I would miss ya more,neutral,123.0,44.0
21619,7deed0e1e6,"En route to Minnebron, where cell reception is notoriously unreliable. Until I tweet again, have a great day yall","where cell reception is notoriously unreliable. Until I tweet again, have a great day yall",neutral,113.0,90.0
21623,0597b9a5d2, check out my twitpic telling people to buy your album!  http://www.twitpic.com/4jhn7,check out my twitpic telling people to buy your album!,neutral,85.0,54.0
21692,f3c809719d,http://twitpic.com/4j9eo this is  how it looks at nights,this is  how it looks at nights,neutral,56.0,31.0
21701,bce992a904,_Bayliss Naww... when should we go on mega scotter?,Naww... when should we go on mega scotter?,neutral,51.0,42.0
21807,4d727a948d," yeah, I was always changing my hair color in High School.  I`ve pretty much worn everything LOL. Some good, some baaaaaaaad",". Some good, some baaaaaaaad",neutral,124.0,28.0
21810,e1f523f6f0,"_Brad oh, cuz id like to use it on a whole heap on bitchy girls I knoww","oh, cuz id like to use it on a whole heap on bitchy girls I knoww",neutral,71.0,65.0
21857,37714dcf51, ? what is this? is everyone abandoning me?        ;-),? what is this? is everyone abandoning me?,neutral,54.0,42.0
21945,8eaa91229a, Yeah I know  Things would be so much easier that way. I`m bored the boys are playing tekenen (I can`t spell it),Yeah I know  Things would be so much easier that way. I`m bored the boys are playing tekenen,neutral,112.0,92.0
21948,4052e72ea7,_pax Oh man... I`m so sorry to hear that. I hope everything works out,I`m so sorry to hear that. I hope everything works out,neutral,69.0,54.0
21977,133a3a86df,"No profile pic or bio, few or no updates, lots of following and no followers! Zap! Pow! Block! Annoying but strangely satisfying!",Annoying but strangely satisfying!,neutral,129.0,34.0
21988,ab449b4ca9,"so the Today show still hasn`t gotten in touch with me, i wish they would so i can take my friends and myself to the NKOTB show",i wish they would so i can take my friends and myself to the NKOTB show,neutral,127.0,71.0
22002,36a30f20e3," Oh let me clarify,know lots of nice people who live there, but thought it always was a breeding ground 4 BNP","w lots of nice people who live there, but thought it always was a breeding ground",neutral,109.0,81.0
22006,3f6bcd840e,   i fell asleep on the beach and didn`t put on enough sunscreen  lol,i fell asleep on the beach and didn`t put on enough sunscreen,neutral,69.0,61.0
22008,6c0e2fd56e, If you haven`t changed your mind by mid-June then you can have one  x,If you haven`t changed your mind by mid-June then you can have one,neutral,70.0,66.0
22015,9ec491ebe6,nt online & mayb next week  if u havent voted pls do: http://bit.ly/hHigd,nt online & mayb next week  if u havent voted pls do:,neutral,73.0,53.0
22017,1f03b34f07,Come See Me Live On Stickam  http://www.stickam.com/valentine_rock,Come See Me Live On Stickam,neutral,66.0,27.0
22019,9be061d924,_Monstr  u may try Prism http://prism.mozilla.com/,_Monstr  u may try Prism,neutral,50.0,24.0
22056,29a4bb11d9,"Acquiring a CentOS live CD, now where did I put my memory stick, I would like to boot from that. I wonder if I left it at home",I would like to boot from that. I wonder if I left it at home,neutral,126.0,61.0
22073,353704b220,Luking for new background pic......,Luking for new background pic..,neutral,35.0,31.0
22084,511eff412b,"Crazy Legs is peepin _parks at the pool hahaha She likes graf writers, not b-boys, sorry","at the pool hahaha She likes graf writers, not b-boys, sorry",neutral,88.0,60.0
22102,0c22674eda,_rocks19  i have to break the twitterparty... im off home soon,i have to break the twitterparty... im off home soon,neutral,62.0,52.0
22103,66f1a363c0, super stressful day & can`t sleep...glad I found you your so sweet to take the time to make strangers feel good.,super stressful day & can`t sleep...glad I found you your so sweet,neutral,113.0,66.0
22143,e1120cc659, Yeah I replied!! I meant to take a photo of my drink but I was laaazy and didnt`  x,Yeah I replied!! I meant to take a photo of my drink but I was laaazy and didnt`,neutral,84.0,80.0
22185,c899c9553f,"   Is it me (my machine)? or... Vids freeze up, halt whole blip stream  ? http://blip.fm/~79l0q","Is it me (my machine)? or... Vids freeze up, halt whole blip stream  ? http://blip.fm/~79l0",neutral,95.0,91.0
22203,6de5f455df, awww my trini no esata bien bendito  too bad i cant fly in and make u feel better,too bad i cant fly in and make u feel better,neutral,82.0,44.0
22330,896922c1b8,_Escobar some people seem to be getting over it pretty quick  and the guys to me didn`t seem to care,some people seem to be getting over it pretty quick  and the guys to me didn`t seem to care,neutral,100.0,91.0
22420,269bd506f8," http://twitpic.com/5s5f9 - Joe had the same shirt in the concer here, in Chilee! hahaha Big rob wasn`t here","Joe had the same shirt in the concer here, in Chilee! hahaha Big rob wasn`t here",neutral,108.0,80.0
22458,a99c5a9003,"first up, make up for lost time with jelly. Jalan jalan just the 2 of us  and the rollerblading with my pumpkin. Happeh",Happeh,neutral,119.0,6.0
22515,82a6805fb2, am alive   but at work   finish at 1300   sun is out,am alive   but at work   finish at 1300   sun,neutral,53.0,45.0
22522,af588f4eaa, I do have one coloured one on my leg.  Its a butterfly filled with colour!  x,I do have one coloured one on my leg.  Its a butterfly filled with colour!,neutral,78.0,74.0
22529,9389b2e59d," LOL. dood, i love you and miss you.",i love you and miss you.,neutral,36.0,24.0
22547,e05cd2ab1a, I might have guessed a crafty lady like you would have a laminator  Mine is a very cheap one but it worked brilliantly,a very cheap one but it worked brilliantly,neutral,119.0,42.0
22587,b6bc9fe487," What about having one in TAMPA? I`ve been all excited to do the hunt, but I`m too far from any of those cities","I`ve been all excited to do the hunt, but I`m too far from any of those cities",neutral,111.0,78.0
22595,9a0399f45a,"Just got Skyfire (http://get.skyfire.com/).  Firts impressions, it looks good but it`s a little too memory hungry for my ageing HTC TyTN","Firts impressions, it looks good but it`s a little too memory hungry for my ageing HTC TyTN",neutral,136.0,91.0
22615,b036980390," Livin` large, huh? I`ve got the same hammock...no tree to hang it from",I`ve got the same hammock...no tree to hang it from,neutral,71.0,51.0
22710,11a508ea61,http://twitpic.com/4w269 - My 789 pacman pic,My 789 pacman pic,neutral,44.0,17.0
22717,ce8c23ca6f,  what I said!    I`ll have to think about it and try again!,what I said!    I`ll have to think about it and try aga,neutral,60.0,55.0
22732,e2fbc72625,"_beli haha yeah u did, oh well theres always next yr  chin up princess hehe","haha yeah u did, oh well theres always next yr  chin up princess hehe",neutral,75.0,69.0
22753,2442b41224,"@_Tanyya :O  awww leave off, shes ace! Shes one of my fav actresses!","awww leave off, shes ace! Shes one of my fav actresses!",neutral,68.0,55.0
22786,693e9a6639,_christie keep the faith it`ll be over soon,keep the faith it`ll be over soon,neutral,43.0,33.0
22815,f782648201,I am the queen of losing things. Important things like keycards and bus passes.,losing,neutral,79.0,6.0
22875,69bc8772e2," yes the new one, I adore both though  who doesn`t love Vincent!!!",I adore both though  who doesn`t love Vincent!!!,neutral,66.0,48.0
22913,2670b9ea2d,Download Backseat Goodbye`s latest album for FREE!  http://freecd.backseatgoodbye.com/,Download Backseat Goodbye`s latest album for FREE!,neutral,86.0,50.0
22983,8adbbd33e9,"http://twitpic.com/4wsxi   F3 w (demo) aero wheels. Louder, but they cut like a knife. U will hear me coming, passing on your left",") aero wheels. Louder, but they cut like a knife. U will hear me coming, passing on your left",neutral,130.0,93.0
22985,286c772efc,Our Christian mobile directory is running! Just a month old  Visit http://tiny.cc/caribdir,Our Christian mobile directory is running! Just a month old,neutral,90.0,59.0
23031,c5a896d283,_**** I do!  I`ll probably get fired if I do though,I do!  I`ll probably get fired if I do though,neutral,51.0,45.0
23038,2d059a6bc6, SCREAAAAAAAAAAAAAAAAAAAAAAAAAAAAAM - never freu you zu frï¿½h,SCREAAAAAAAAAAAAAAAAAAAAAAAAAAAAAM,neutral,62.0,34.0
23074,afa8ff98cc, just looked at your hotel web site..what a place   but they do massage  and thats my job..  lol  lol,just looked at your hotel web site..what a place   but they do massage  and thats my job..  lol,neutral,101.0,95.0
23097,fc864585ca,  OMG Ur alive!!! LOL  2day has gone sooo slow  I`m going insane Grrr You doing anything tonight?,OMG Ur alive!!! LOL  2day has gone sooo slow  I`m going insane Grr,neutral,97.0,66.0
23102,aa984895f6," Oh man, that`s rough.  Sounded like the weekend went well!  Get some sleep",that`s rough.  Sounded like the weekend went well!,neutral,75.0,50.0
