,textID,text,selected_text,sentiment,oof_selected_text,jaccard_diff
20238,d98f04843f, I know! I`m totally excited,y excited,positive, i`m totally excited,0.25
20240,7e556552b3,"_Paradise Hi Dale, your welcome man! Hope ur weekend is going well. I think I would enjoy your Desert Paradise! fun, fun, fun!","fun,",positive, hope ur weekend is going well. i think i would enjoy,0.0
20267,9a40490437, bahaha.. Weekends are just too short.. Esp when it`s nice out! I wanna stop time like evie on outta this world! Morning!,bahaha.. Weekends are just too short.. Esp when it`s nice out! I wanna stop time like evie on outta this world! Morning!,positive, nice,0.045454545454545456
20268,7be05b91e5,"had an amazingly unproductive day, but i loved it  time to go catch up on sleep!","had an amazingly unproductive day, but i loved it  time to go catch up on sleep!",positive," amazingly unproductive day, but i loved",0.375
20273,1af710051b,_v  haha i was in your boat yesterday.. you`ll pick it up in no time,haha,positive, haha i was in your boat yesterday.. you`ll pick it up in no time,0.07692307692307693
20280,bfc9bbe0d9, i love you kim kardashian i watch your tv show keeping up with the kardashians ur blessed with good looks,i love you,positive, i love you kim kardashian i watch your tv show keeping up with the kardashians ur blessed with good looks,0.16666666666666666
20286,b7a6df7f96,Leaving for work.. 5:30 can`t get here soon enough!  hope everyone has a great day!,great,positive, hope,0.0
20295,91dea899c8,Another friend knocked up.   Pretty soon everyone will have kids. Goodbye carefree youth!,Another friend knocked up.   Pretty soon everyone will have kids. Goodbye carefree youth!,positive, goodbye carefree youth!,0.23076923076923078
20321,8f265d6787,"Had a great night, ashleigh makes a good dance teacher  And we kicked Bens butt at a pillow fight!","Had a great night, ashleigh makes a good dance teacher",positive, great,0.1111111111111111
20324,4cb14fb7e8, most likelyy. Just need to save the money and practice my **** off.,save,positive, save the money and practice my **** off.,0.125
20327,3795e96635,It worked. Cool AND the gang!,Cool,positive, it worked. cool and the gang!,0.16666666666666666
20331,098943a055,it always rains right after i get my car washed,right,positive, it always rains right after i get my car washed,0.1
20334,1b0a8cba9e,"Psalm 82:6 I have said, You are gods; and all of you are children of the most High. Happy Mothers Day Momma",Happy,positive, happy mothers day momma,0.25
20336,0fdd17f7d9,Got my braces tightened today. Then I got McDonalds! HAHA  Sport tomorrow yay yay yay! Netball tryouts.. wish me luck to make the team! :l,yay yay yay!,positive, wish me luck,0.0
20337,d8a37edc56, i thght i voted bt i dnt think it workd!  Whats the link 2 vote for u! Nobody deserves it more than u do. Ur so talented. I<3U,o talented,positive, ur so talented. i<3u,0.0
20342,4b9f6d5ddb,Having a good...no great day already & Dr.Miracles feel-it formula really does work!! LOL Hope everyone has a good day as well,Having a good...no great day already,positive, good...,0.0
20371,e444a25f44,"Getting my hair cut tomorrow or later today I should say...   excited. My swag is already on, jus turning it up!!","Getting my hair cut tomorrow or later today I should say...   excited. My swag is already on, jus turning it up",positive, excited.,0.05
20374,82d589e1bc, Lol  It`s like you have a cult.. haha,. haha,positive, lol it`s like you have a cult.. haha,0.1111111111111111
20393,1714a94a21,Well goodnight all my twitter bugs sleep well,Well goodnight all my twitter bugs sleep well,positive, goodnight,0.14285714285714285
20403,88ea1068e3, remember the guy who 1st #tweetbud you! ~> _2890  help him get 900 flwrs & make him smile!,m smile,positive, smile!,0.0
20415,0fecf27786," I usually do if there is choice, but I am lucky in that most foods I love are generally very healthy (except ice cream!!).",most foods I love are generally very healthy,positive, lucky,0.0
20419,9ad63aa696,i have much to learn,learn,positive, i have much to learn,0.2
20428,cb6f10147e," Thanks for a great night, dear.  Perfectly completed my weekend.","Thanks for a great night,",positive, thanks,0.2
20460,a835c15171,"KERI HILSON- SLOW DANCE ROCKIN` THE **** OUT OF MY PLAYLIST RIGHT NOW! GET UP ON THIS SONG, PURE **** DROPPER",SLOW DANCE ROCKIN` THE **** OUT OF MY PLAYLIST,positive, slow dance rockin`,0.3333333333333333
20463,8306d6ef78, yeah yeah gd night then,gd,positive, gd night then,0.3333333333333333
20470,2f56677a21,I sewed my shirt  and I fail at screaming v_v but I had a quesadilla!  Quesadiaas are bombbb <3 I will try and scream another day! :],Quesadiaas are bombbb <3,positive, bombbb,0.25
20481,df0835f667, yeah thought it was awesome - glad to see some characters like Gambit brought back into the fold,yeah thought it was awesome - glad to see some characters like Gambit brought back into the fold,positive, awesome,0.05555555555555555
20489,034739add1,I do amazing at beer pong with my brother,I do amazing at,positive, amazing,0.25
20504,bba466c841,listening to her stolen music. just loved it cause its free!,just loved it cause its free!,positive, loved,0.16666666666666666
20506,6d9316c18f,up and reading the (maltese) sunday newspaper over coffee... Aaaah.. Glorious Sundays,Glorious Su,positive, glorious sundays,0.3333333333333333
20508,77d4dba784, as to sleeping with whom ? You have your rocking sheets  I hope the smoothness is endulging can`t wait for my blankets),g can`t wait for my blankets,positive, i hope,0.0
20514,165bcbe519, YES!! I wanna come hang out with my H-TOWN gurl u know whats up!! haha  it`ll be bangin! We gotta hang out chick,haha,positive, haha it`ll be bangin!,0.25
20534,d7a8c4cfc5, ...actually find something they`ll like. it`s easy to get a good gift with a lot of money tbh. nowhere near as personal though,good,positive, it`s easy to get a good,0.16666666666666666
20537,4430fa8fe2, YES!!! haahaaa.! break out the jellybeaniesss!,YES!!! haahaaa.! break out the jellybeaniesss!,positive, haahaaa.!,0.16666666666666666
20566,5a6c47ab45,Now I KNOW my shares are up...have 7 followers...wonderful!   The sun is now shining brightly in `darkest Africa`...,wonderful!   The sun is now shining brightly in `darkest Africa,positive,wonderful!,0.1
20567,121e184aee, Nice to meet you toooo  Good to know another one of my followers ACTUALLY speak!,Nice to meet you toooo  Good to know another one of my followers ACTUALLY speak!,positive, nice,0.07142857142857142
20577,f42519543f," so I wanted to DM you back but I couldn`t cuz your not following me  but thankss anyways, maybe ill see ya around in ELLE-AY  ...","so I wanted to DM you back but I couldn`t cuz your not following me  but thankss anyways, maybe ill see ya around in ELLE-AY",positive, thankss,0.043478260869565216
20580,2b8f9a437b,"BOOYA!! Sup Tweeps!? Happy inFAMOUS day to you all, off to get it very soon. Can`t wait to play, need to find some more time though","Happy inFAMOUS day to you all, off to get it very soon.",positive, happy,0.09090909090909091
20581,7a61032fff,"morrrning! the last day of a random but awesome weekend, gonna round it off in dbar style!  good timezzz.",awesome,positive," awesome weekend, gonna round it off in dbar style! good timezzz.",0.09090909090909091
20590,e227cd38f2, thanks sooo much lil sis! you should have gone with us to the bird park.,thanks sooo much lil sis!,positive, thanks,0.2
20598,733d30d2f7,Haha. It`s pretty good  they`re making something with chicken  yum!,good,positive, it`s pretty good,0.3333333333333333
20605,b6b4f96816," great to hear you saw Slumdog Millionaire! And yes, that`s a Bollywood thing at the end",great to hear,positive, great,0.3333333333333333
20613,fe89c3d2a5," Okay, cool. Hope you had better dreams than you had last week.",. Hope,positive," Okay, cool. Hope you had better dreams than you had last week.",0.09090909090909091
20624,4c60d96a1a,wish i was 17 again,wish i was 17 again,positive, wish,0.2
20627,33c3801dfd,i`m just sooo in love....i think,sooo in love..,positive, i`m just sooo in love....,0.3333333333333333
20640,03ad8abb99, http://twitpic.com/4jazs - Congratulations! You two are adorable. Beautiful ring too!,Congratulations! You two are adorable.,positive, congratulations!,0.2
20644,6b53acc560,_ ay beezy! finally lol its time to hookah so get off twiiter...love ya,.love ya,positive,...love ya,0.3333333333333333
20645,aca9ad929e,_nyc hey sweetie. Cnt go fri  but thnks so much,thnks,positive, thnks so much,0.3333333333333333
20656,ac29573b8b,He he ...Happy #star wars day! May the 4th be with you  Brilliant!!,Happy #star wars day!,positive,happy,0.25
20662,057b982878,"Really good concepts at #mozconcept. I *really* love to send something mine, but no time","Really good concepts at #mozconcept. I *really* love to send something mine,",positive, really good,0.16666666666666666
20666,a89641679b,_ILL I <3 my blackberry,I <3 my blackberry,positive, <3,0.25
20690,eb25b75a9c," It has, however, got me out of doing the gardening - something for which I am eternally pleased",h I am eternally pleased,positive, pleased,0.2
20699,aae4c2fe46, haha Good job getting close. Her eyes are set somewhere else though,a Good job,positive, good,0.3333333333333333
20703,c3ce16f33f,Go Canada they made Nikkie Payne #1 comic well she is soo yeah but she is only funny to pervs or teens or people in my family,Go Canada they made Nikkie Payne #1 comic well she is soo yeah but she is only funny to pervs or teens or people in my family,positive, funny,0.041666666666666664
20708,1706a0ea08, Yeah I`m kinda glad I did stay home,I`m kinda glad,positive, glad,0.3333333333333333
20713,09a0f650eb, thx! Hoping it`s a good week.,Hoping,positive, thx!,0.0
20718,1471fb17c6,hi to all twit friends  happy mother`s day to all the beautiful and amazing mothers out there,happy mother`s day to all the beautiful and amazing mothers,positive, happy,0.1
20725,22261e75c9,"I`m so excited for Mothers Day!  This has been a big year for me & Olivia, and she`s finally old enough to be excited & understand!",I`m so excited for Mothers Day!,positive, excited,0.16666666666666666
20727,1ef6660118,Seriously though. Amazing night.,Seriously though. Amazing night.,positive, amazing,0.25
20737,5ca2fae7d8,Oh man now it`s raining...seatbelt now buckled...thanks bates for wishing I have a blow out and flip and burn up,thanks bates for wishing,positive,thanks,0.25
20743,fd5e9cd698,  happy mommy day Teens-thanks FFF,happy mommy day Teens-thanks FFF,positive, happy,0.2
20756,f95148dfcf," Its great when locals stop you to ask for directions, and even better when you know the answer",even better when you know the answer,positive, its great,0.0
20759,cb34d9a9ce,@_AlexaJordan sigh. come to Sac please. it is the Miami of the central valley.,please.,positive, come to sac please.,0.25
20765,edd36cdbf9,  anything I can do to help?,o help,positive, help?,0.0
20768,01e3cec037,"Apparently Paige is partying with Rose Jenn and Adam again, without me   My child has such a wild imagination.  ;)",partying,positive, wild imagination. ;),0.0
20774,b734195109, WELCOME BACK  see you tomorrow! come pick up your gift ;),! come pick up your gift ;),positive, welcome back,0.0
20776,5f892fdd5b,http://twitpic.com/4ws3m - I love family guy  2 hours of work to go..,I love family guy  2 hours of work to go..,positive, love,0.1
20783,3e288df43d,Having fun with all my dolls  tequillla...carne asada....and my mom dancing funny!,funny!,positive, fun,0.0
20789,d11bc8ece8,_ebru thank you for the link...very cool...see you on monday!!!,cool..,positive, thank you for the link...very cool...,0.0
20795,fa515584f9,Listening to my favourite song... ALLAH KE BANDE HASDE,Listening to my favourite song..,positive, favourite song...,0.16666666666666666
20796,e7447508c9," Bubble tea is awesome, it`s been so long since I`ve had some","Bubble tea is awesome,",positive," awesome,",0.25
20798,fcd9835a33," And now she also rides giant squids...who knew! Ama hafta go now  i`ll try and get on later, love to you ****",", love to you",positive, love,0.25
20815,e47383e8a6,Seeing my brother graduate tomorrow. Should be fun.,Seeing my brother graduate tomorrow. Should be fun.,positive, fun.,0.125
20846,e0311fba64," wahahahaha!! i wanna naaaaa!!! well...hapit na i guess. hahahaha ) yes, now we all know!!! hahahaha lol ) NARN! haha joke",joke,positive," wahahahaha!! i wanna naaaaa!!! well...hapit na i guess. hahahaha ) yes, now we all know!!! hahahaha lol ) narn! haha joke",0.05555555555555555
20855,05dd709038, Listened to Eyes on Fire and enjoyed it.  Thanks,enjoyed it.  Thanks,positive, enjoyed,0.3333333333333333
20865,2b21cac943,trying to figure this twitter thing out!   I`m quite excited about it,I`m quite excit,positive, excited,0.0
20867,36d42989f4, oh cool i can`t wait!! yours are awesome!!!,awesome!,positive, awesome!!!,0.0
20882,49059904f3,"Tip for today - The eagles are specials against the broncos, put your house on them",specials,positive, tip,0.0
20891,7daeda94c3, You are welcome  I love cute stuff!,I love cute stuff!,positive, welcome,0.0
20892,ca0a253612, Really? A good distraction now. I`ll check it right. now.,? A good distraction,positive, good,0.25
20901,68c38e12e3," I`m blue.  In other news, you will love tonight`s DC!",", you will love tonight`s DC",positive, love,0.16666666666666666
20909,cc06d851c1,Oh yeaah.  we`ll still be bffs  aha _marie.,Oh yeaah.  we`ll still be bffs  aha _marie.,positive, oh yeaah.,0.25
20923,324e14e842,"I`m off 2 dream awhile. Thanks 4 everything tweeple. Many blessings & much joy. peace, love & happiness 2 u all. Hope ur dreams come tru","Many blessings & much joy. peace, love & happiness 2 u all. Hope ur dreams come tru",positive, thanks,0.0
20927,b2443b3da4,"Just put all the original art for my comics into an album.  Its really nice, except it shows how much I liked to cut corners to finish.","nice,",positive," its really nice,",0.3333333333333333
20936,bf4b481ff5," Sher is good. There were quite a few people that we didn`t even get to see, due to me having court and rushing to see fam.",good.,positive, sher is good.,0.3333333333333333
20939,f19449da2e,"honestly last night was amazing, everything was perfect","honestly last night was amazing, everything was perfect",positive," amazing,",0.14285714285714285
20946,aa43fdcef2, funny you should say...am filling it out as we speak ;) cheers!,funny you should say.,positive, funny you should say...am filling it out as we speak ;) cheers!,0.23076923076923078
20948,9ebdc801cd," Yvonne, thanks 4 the #FFrecommend! Lovely profile photo, you have! And I agree w/u on the 'what is sleep?'  LOL! It`s 5:46 am!","Lovely profile photo,",positive, lovely,0.3333333333333333
20955,f6986dc509, tell everybody i said happy mothers day!  love ya! #1 fan love you miley you rock,d happy mothers day!  love ya! #1 fan love you miley you rock,positive, happy mothers day!,0.2727272727272727
20966,b201acdcdc," Had lunch at Bittercreek, they were out of Hopnoxious  Had Sweetgrass IPA tho, so all is still right in the world.","o, so all is still right in the world.",positive, right,0.1111111111111111
20998,b2ca62930b,"Incase I forget, Happy Mother`s Day to all you moms out there, and to my mommy. The very best one in the world",best one in the world,positive, happy,0.0
21001,f22ef5b614,finally leavin tha studio.Made some really really good music! Very pleased wit tha turnout  !,Made some really really good music! Very pleased wit tha turnout,positive, good,0.1
21002,d11234ed68,Heading to the U of Utah hospital. Have a great day everyone,Have a great day everyone,positive, great,0.2
21012,935ede61b1,Gossip girl & pizza on the way = thank you to my lil babe,thank you to my lil babe,positive, thank you,0.3333333333333333
21020,037b1abfd0,  just wanted to say that I <3 ur music(both the scene aesthetic n Danger Radio) Hopefully i will get to see u guys 1 day,t I <3 ur music,positive,  just wanted to say that I <3 ur music(both the scene aesthetic n Danger Radio) Hopefully i will get to see u guys 1 day,0.12
21032,9a00a72930,It`s Midnight - I`m outta here.  HAPPY MOTHER`S DAY FELLOW MOMMIES!!!  (And to non-Mommies too).  May EVERYONE have a special day!!!,HAPPY MOTHER`S DAY FELLOW MOMMIES!!!,positive, happy,0.2
21033,a08ae5baa7," helooo, how wos work pretty, hope it was alright and a certain individual didnt ruin it.","pretty,",positive," helooo, how wos work pretty, hope it was alright and a certain individual didnt ruin it.",0.0625
21036,e6e23084ae, hahahaha yay!!!! Lakers!!! And I would please like some of that dip!!,like,positive, yay!!!! lakers!!! and i would please like,0.14285714285714285
21038,8c733874c0, hehe i found ya,hehe,positive, hehe i found ya,0.25
21040,40605ec546, dude i read that wrong! Haha well good good. Thanks.  but now I agree.,Thanks.,positive, good good.,0.0
21044,21eacf7e58, Was at Ruby Skye last night as well! Superb set by Steve. The last hour was loaded with Thrillseekers material old and new,Superb set by Steve.,positive, superb,0.25
21047,eca07f686c,Getting one of our field vehicles cleaned. Looks like our action hero governor wants to give me another furlough day. How nice of him,nice,positive, how nice of him,0.25
21059,ba79d4ecc1,Office til around 6 today. Good day yesterday...I have a BSc now,Good,positive, good day yesterday...,0.3333333333333333
21063,bc8e9160c4,"_chung oh get well soon Alexa, take some rest",get well soon,positive, take some rest,0.0
21071,863eaa2496,"on my way to get some Maggie Moos Peanut Butter Galaxy, then home! thank god this week is done. 4 meetings in 1 day!!!!",thank god this week is done.,positive, thank god,0.3333333333333333
21083,f34ce06348,_Joelted i will definately be there tomorrow,definately,positive, i will definately,0.3333333333333333
21087,673f64d8ef,at the theatre.... seeing star trek for a second time becuase i am that cool,cool,positive, i am that cool,0.25
21110,0ca701d490, *happy to help*,*happy to help*,positive,happy,0.0
21120,bbfd81fb40,Soon my new job starts  I`m so happy!,I`m so happy!,positive, happy!,0.3333333333333333
21127,a738917ed5," you are amazing as alice, as if she was made for you. Thank you for everything! I now have a face for the character","you are amazing as alice,",positive, amazing,0.2
21128,ab0cf4bfff,started her new job today! aaand so stoked for may long..  and billy is awesome.,awesome.,positive, stoked,0.0
21132,a5bb6228cc,Just back from graduation.  Two more doctors in the family now,Just back from graduation.  Two more doctors in the family now,positive, just back from graduation.,0.36363636363636365
21133,0f6d37e6dc, ooohhh. I understand. I never get sick of her so im on your moms side  I guess your dad just likes what he likes....lol,ooohhh. I understand. I never get sick of her so im on your moms side  I guess your dad just likes what he likes....lol,positive, likes,0.047619047619047616
21134,a3899db074, Lol yes she was.  I totally agree with your blog as well!,I totally agree,positive, agree,0.3333333333333333
21141,431cb579c1,He brings SOOO much joy!! Show it!!  great song! ? http://blip.fm/~5z3oq http://ff.im/2L63l,joy!!,positive, he brings sooo much joy!!,0.2
21165,37ea00e317,Morning People!  Just woke up now!,Morning,positive, morning people! just woke up now!,0.16666666666666666
21167,0f0956d920, that sounds delicious,that sounds delicious,positive, delicious,0.3333333333333333
21180,83ac9989ef,Trying to look up Iowa State Fair Art entry information. Hope to get a piece in this year and maybe win something or get noticed.,Hope to get a piece in this year and maybe win something or get noticed.,positive, hope,0.07142857142857142
21205,d6d4a2a7f3, LOL  I know what ya mean. Watching everyone else act a fool is much better the  not remembering acting a fool yourself,. Watching everyone else act a fool is much better the  not remembering acting a fool yoursel,positive, better,0.06666666666666667
21211,8e904275d3, hope you have a good flight,hope,positive, good flight,0.0
21236,385ba420d5,i`ve heard Basment Jaxx`s new song 'Raindrops'...that`s fantastic!!! and makes me dancing  i can`t wait Fuji Rock Festival...,fantastic!!,positive,that`s fantastic!!!,0.0
21241,6b524f8c36,Waiting for the El & listening to a little MJB 'Just Fine'. Perfect song to start my week.,Perfect,positive, perfect song to start my week.,0.16666666666666666
21242,24a90722b0,saying goodbye to my parents at the airport.  it was great having them around.,it was great,positive, great,0.3333333333333333
21246,c79955e496,Enjoying my weekend with my sis  ****,Enjoying my weekend with my sis  ****,positive, enjoying,0.16666666666666666
21250,b8f4e560fa, but yeah i like purple maybe thats why!! ;)  :p :d,i like purple,positive, like,0.3333333333333333
21253,ea0328d144, Happy frickin` birthday!  Try not to be too bitter about sharing your day with your lovely wife and all other mothers out there.,r lovely,positive, happy,0.0
21258,61c7002a28,Good morning to the world. Hope everyone is ok,Good,positive, good morning to the world. hope everyone is ok,0.1111111111111111
21262,a3e9599e96,Watching SNL  gahhhhh Will Forte is soooooo funty!!!,funty!,positive, funty!!!,0.0
21278,22744e80f7,"12:46AM. HAppy birthday little sister of mine. Also, good night Priscilla",HAppy birthday little sister of mine.,positive, happy,0.16666666666666666
21285,8cc697fdb3,"thankyou short stack for bringing out a second sydney show,, now im going to both  im so thankful for you guys being so good 2 ur fans","thankyou short stack for bringing out a second sydney show,, now im going to both  im so thankful for you guys being so good 2 ur fans",positive, thankful,0.041666666666666664
21287,ae0986aa1b,"think I`m gonna start writing a proper blog, can anyone recommend any good blog host thingys?","I`m gonna start writing a proper blog,",positive, good,0.0
21302,b093e8090b,"Happy Star Wars Day, everyone! May the force be with you all, be you Padawan or Jedi.","Happy Star Wars Day, everyone! May the force be with you",positive, happy,0.09090909090909091
21314,3eccdee746,Hulu Desktop looks nice but not for my region,Hulu Desktop looks nice,positive, nice,0.25
21316,90e86fb530," OMJ I loved it....it was a good laugh and Frankie did a great job, and you guys did too ~Agnes",".it was a good laugh and Frankie did a great job,",positive, loved,0.0
21318,b70e61e2cb,"whole foods, barton springs, yogurt spot & the oasis = perfect day in austin.",perfect,positive, perfect day in austin.,0.25
21322,adbe4d8676,Nothing exciting from me tonight....got some new toys to play with though  Happy Mother`s Day Ladies,Happy,positive, happy mother`s day ladies,0.25
21327,0e97feb189,hi everybody! i`m having my lunch break at work and enjoying a nice cup of coffee!,enjoying,positive, enjoying a nice cup of coffee!,0.16666666666666666
21343,911670511d, at least posada had a good ab,had a good ab,positive, good,0.25
21347,effd4c570e,moving 11 blocks up the street. goodbye hardwood floors,goodbye,positive, goodbye hardwood floors,0.3333333333333333
21354,dc30185d43,...love and wanted to share with my followers. feeling inspirational. ive had a long day.,feeling inspirational.,positive,love,0.0
21362,c1cf0fdbf5,feels at home to be back at church,feels at home to be back at church,positive, feels,0.14285714285714285
21363,404532b288," Apple`s ads aside, I`d rather have recommendations from real people who have real experience with the iPhone apps I seek.",real,positive, i`d rather,0.0
21376,eaf2942ee8, bud light?!?!?!  up in Massachusetts and no Boston Lager?  Guess I won`t catch the next flight   njoy!,ht?,positive, njoy!,0.0
21395,79cb7efe6f,is thrilled prom went well,is thrilled prom went well,positive, thrilled,0.2
21399,ee5199c41f,doing some DIY- I`m dying mg clothes black again...save some money,save,positive,save some money,0.3333333333333333
21406,321caa6fde, I am so excited you`re touring with FOTC! I had no idea!! I`ll be seeing you tomorrow,excited,positive, i am so excited,0.25
21424,7132ae3a58,Happy mothers day in 25 minutes everyone,Happy mothers day in 25 minutes everyone,positive, happy,0.14285714285714285
21434,43e0c9bc6f," Hi, I hope Ray is o.k. Please give him our love and hope he returns soon. Hope its not too bad",love,positive, please give him our love and hope he returns soon. hope its not too bad,0.07142857142857142
21435,4021602408,"Morning folks! Light tweeting today (`Hurrah!` from the crowd!) `cos I`ve a busy Friday. Me inside, sunshine out.",Hurrah!`,positive,`hurrah!`,0.0
21441,d0fa123458,had one of the greatest days ever! spent the whole day with besties & celebrated installs with the friends i love oh so much  <3,i love oh so much  <3,positive, had one of the greatest days ever!,0.0
21450,9e951e5565,Aw! Tear! I feel special to da family.  Haha thanks girls i love yal,Aw! Tear! I feel special to da family.  Haha thanks girls i love yal,positive, special,0.07692307692307693
21455,a5c4a4bf53," he was soooo great!!! loved him! He was so good live, haha it poured on us though... makes it that much better!",s soooo great!!!,positive," he was soooo great!!! loved him! He was so good live, haha it poured on us though... makes it that much better!",0.1
21457,369ac3522c,_archie Haha it`s ok. Glad everything`s good. Happy always! Woohoo!,Glad everything`s good.,positive, glad,0.3333333333333333
21469,be6c44f4e4,Watched Australia last night and got to say bloody fantastic film with the added bonus of Hugh Jackman  definitely a got to see movie.,say bloody fantastic film,positive, fantastic,0.25
21470,65c651848d, I thimk you were working on those muscles we love so much.,e love so much.,positive, we love,0.2
21471,4fa21f6f58, OMG that is toooo funny!,OMG that is toooo funny!,positive, funny!,0.2
21472,93b12dec43,"Thanks to good friends for coming out, hanging out and being our ears out there, you know who you are",Thanks to good friends,positive, thanks,0.25
21474,4e062b78f4,GREG D: You should have cried too :L You could have got through!!   I still love you Greg. #BGT,l love,positive, i still love,0.25
21479,a4c34c7e8c,"Oficially Back to work, all systems up and running smoothly",all systems up and running smoothly,positive, smoothly,0.16666666666666666
21480,58c1e7aae3," thank u, thank u, thank u for everything this weekend!! U guys are AMAZING. I`ll see u again at alpine! Thx for chattin w us 2!",U guys are AMAZING. I`ll see u again at alpine! Thx for chattin w us 2!,positive, u guys are amazing.,0.26666666666666666
21482,388e74963c, - thank you - I take that as a compliment if I may -,- thank you,positive, thank you - i take that as a compliment,0.3333333333333333
21493,958bdefcb3,The Goonies. Projected. On a garage door. With my friends. Amazing.,Amazing.,positive,The Goonies. Projected. On a garage door. With my friends. Amazing.,0.09090909090909091
21495,0d0959690c," Were you able to watch it online?!  I hope you were!  And yeah, Belinda Jensen was really good","h, Belinda Jensen was really goo",positive," i hope you were! and yeah, belinda jensen was really good",0.3076923076923077
21501,044cb7f490,  ok Cristal we gonna tweet talk again when its not so late...just follow sweetie....tweethug 4 ya,w sweetie....tweethug 4 ya,positive, ok cristal we gonna tweet talk again when its not so late...just follow sweetie....tweethug 4 ya,0.17647058823529413
21507,4095cc74dc,Happy Mothers Day to all you mothers out there!!  i love my mom! GOODNIGHT everyonee!! ?,Happy Mothers Day to all you mothers out there!!  i love my mom! GOODNIGHT everyonee!! ?,positive, happy,0.06666666666666667
21517,3e8b248333, morning Newt...hope you are well!,..hope you are well!,positive,hope,0.0
21527,a51a6d61ac,Guys. Just got someone with saran wrap. Tuesdays video shall be awesome,shall be awesome,positive, awesome,0.3333333333333333
21554,d47a7ea9cb, And I thank you.,thank you.,positive, i thank,0.3333333333333333
21564,1968e10eb5,seniors done  5 more days!! woohoo!! going out for the night.,woohoo!,positive, woohoo!!,0.0
21575,442a264f77,STAR TREK WAS PURE AWESOME! LOVE IT!!! <3333  It was so great seeing you!,STAR TREK WAS PURE AWESOME! LOVE IT!!! <3333  It was so great seeing you!,positive, awesome!,0.07692307692307693
21592,f2f187fd15," get that fixed, after few years it can worth some thing",after few years it can worth some thing,positive, worth,0.125
21599,932a24c498, No worries..  Going to ABP right now. Want something?,No worries.,positive, no worries..,0.3333333333333333
21603,dc582b9f85," YAY!! that`s so cool  aww that woulda been sweet, no worries though! I`m just glad you had fun!!",! I`m just glad,positive, glad,0.25
21605,28b7c4e7a3, Oh no! Hope it`s not as bad as it sounds!,Oh no! Hope it`s not as bad as it sounds!,positive, hope,0.1111111111111111
21643,ba33e6afea,"So, what`s so great bout your so called `wonderful love life`?  For god sake, W-A-T-E-V-A!",wonderful,positive, what`s so great,0.0
21658,b0a8409de9, TY my friend. Yes ur right.... a daughter is a daughter forever.,TY,positive, yes ur right....,0.0
21659,f69a80cc7e,Missing my mother... t-11 days! HAPPY MOTHER`S DAY!!,HAPPY MOTHER`S DAY!!,positive, happy,0.3333333333333333
21661,e1253c578b,going to church  god bless you all.,going to church  god bless you all.,positive, god bless,0.2857142857142857
21671,ebf3f688ef, Wolverine is awesome.. love it! your such a great actor..,love it!,positive, awesome..,0.0
21673,0861dceb34," I really hope you see my tweets. Sent you so much, I swear. Do a tour in the Philippines, please?  *prays*",please?  *prays*,positive, i really hope,0.0
21678,7e9dc861a0,I am off to bed now....my family has a wonderful day planned for me today      Happy Mother`s Day,a wonderful day planned for me,positive, wonderful,0.16666666666666666
21680,8edf65e98b,"Grew fat today  GSS was so hxc I saw a full house Chanel, JC, Pedder Red and Ferragamo! How great is the economic downturn.",How great is the economic downturn.,positive,"Grew fat today  GSS was so hxc I saw a full house Chanel, JC, Pedder Red and Ferragamo! How great is the economic downturn.",0.25
21681,692c77cc63, you really have to come to ireland some time! we love you over here <3,love you,positive, we love,0.3333333333333333
21696,e5141a24eb, ur really the sweetest person ever! thanks for making everyone`s dreams come true..(p.s) my dream is for u 2twitter me back  x,ur really the sweetest person ever!,positive, sweetest,0.16666666666666666
21704,a662842b79,Enjoying 'Gears of War' on my PC ! This game is really gooooood,Enjoying,positive, enjoying 'gears of war' on my pc ! this game is really gooooood,0.07692307692307693
21714,c10f1d2c6c,Listening to Weightless by All Time Low. Thanks to  for making me listening to it!,Thanks to  for making me listening to it!,positive, thanks,0.14285714285714285
21721,090e69990f, Hey guys! can i ask; what item did u guys put up for ur talent show? i am such a BIG fans of both of you! whoo!,fans,positive, i am such a big fans,0.16666666666666666
21725,f301d90874," Awwwwwww. You two are the cutest.  And gods, I LOVE your hair.",I LOVE,positive, awwwwwww. you two are the cutest.,0.0
21726,bf2aee912b, Did you see my message mandingo jr.!!..lol. I hope its music i`ll like.,.lol. I hope its music i`ll like.,positive, i hope,0.2857142857142857
21728,ca3dfc8d14,auntie diane wins quote of the day 'and hes the incredible hulk',auntie diane wins quote of the day 'and hes the incredible hulk',positive, incredible,0.09090909090909091
21731,f75795c56d, Baking WIN! Thanks for that!,Thanks,positive, thanks for that!,0.3333333333333333
21733,e34f2f8c20,just had the most emo moment too many tears love my family and sorors,love my family and sorors,positive, love,0.2
21737,8891d08a8c, Ben and Jerry...yummmmy!!!,.yummmmy!,positive,yummmmy!!!,0.0
21738,78dfe74caa,"i want a dog or a cat or something  i want something to unconditonally love, thats not materialistic or a family memeber","o unconditonally love,",positive," love,",0.3333333333333333
21744,b8ce6ae28f, the pictures tells me me that u were surrounded by adorable children!  hehe,y adorable children!,positive, adorable,0.3333333333333333
21746,aa75b05d84,"_OfOz cool, catch you laterz!!!","_OfOz cool, catch you laterz!!!",positive," cool,",0.2
21750,3e188a0b29, If it makes you feel better I lost 10 overnight cause I posted a picture of a baby,feel better,positive, if it makes you feel better,0.3333333333333333
